test_taker_id,speech_prompt,essay_prompt,L1
07919,P2,P3,HIN
07920,P1,P2,JPN
07921,P9,P0,TEL
07923,P2,P3,CHI
07924,P2,P3,FRE
07925,P1,P2,KOR
07926,P1,P2,FRE
07927,P1,P2,CHI
07928,P8,P7,TEL
07929,P6,P5,JPN
07930,P6,P5,ITA
07933,P1,P2,TUR
07934,P8,P7,KOR
07935,P8,P7,TEL
07936,P8,P7,JPN
07937,P6,P5,FRE
07938,P2,P3,HIN
07940,P3,P4,HIN
07941,P8,P7,TEL
07942,P4,P1,SPA
07943,P7,P6,FRE
07944,P7,P6,HIN
07945,P2,P3,SPA
07946,P1,P2,FRE
07947,P8,P7,FRE
07948,P8,P7,FRE
07949,P2,P3,ITA
07950,P4,P1,ARA
07951,P2,P3,TEL
07954,P1,P2,HIN
07955,P4,P1,ARA
07956,P6,P5,ARA
07957,P8,P7,FRE
07958,P4,P1,KOR
07960,P8,P7,TEL
07961,P3,P4,KOR
07962,P9,P0,JPN
07965,P7,P6,HIN
07966,P1,P2,TEL
07967,P6,P5,TUR
07970,P9,P0,SPA
07971,P2,P3,ITA
07972,P2,P3,JPN
07973,P1,P2,ARA
07974,P6,P5,ARA
07975,P6,P5,CHI
07976,P3,P4,TUR
07977,P3,P4,GER
07979,P9,P0,KOR
07980,P1,P2,FRE
07981,P8,P7,HIN
07982,P1,P2,FRE
07983,P2,P3,HIN
07985,P6,P5,ITA
07986,P7,P6,JPN
07987,P9,P0,GER
07988,P3,P4,TEL
07990,P4,P1,SPA
07992,P7,P6,FRE
07995,P9,P0,SPA
07996,P7,P6,ARA
07997,P2,P3,KOR
07998,P3,P4,ARA
07999,P3,P4,CHI
08000,P9,P0,GER
08002,P2,P3,JPN
08003,P6,P5,ARA
08005,P1,P2,ITA
08007,P1,P2,CHI
08008,P3,P4,TUR
08009,P8,P7,HIN
08010,P9,P0,CHI
08012,P6,P5,TEL
08013,P6,P5,CHI
08014,P4,P1,SPA
08015,P8,P7,TEL
08016,P2,P3,ITA
08017,P7,P6,GER
08018,P9,P0,ITA
08019,P1,P2,SPA
08020,P2,P3,HIN
08021,P2,P3,JPN
08022,P8,P7,GER
08024,P8,P7,TEL
08026,P6,P5,SPA
08027,P6,P5,ITA
08029,P2,P3,CHI
08030,P8,P7,FRE
08031,P4,P1,ARA
08032,P6,P5,HIN
08033,P9,P0,ITA
08034,P9,P0,CHI
08035,P9,P0,FRE
08036,P9,P0,TUR
08037,P8,P7,GER
08038,P7,P6,ARA
08039,P1,P2,CHI
08040,P8,P7,SPA
08042,P2,P3,GER
08043,P9,P0,TUR
08044,P9,P0,GER
08045,P3,P4,ITA
08046,P4,P1,KOR
08047,P4,P1,ARA
08049,P1,P2,HIN
08050,P2,P3,CHI
08051,P3,P4,HIN
08052,P6,P5,GER
08056,P3,P4,SPA
08058,P1,P2,HIN
08059,P1,P2,ARA
08060,P9,P0,SPA
08063,P4,P1,JPN
08064,P6,P5,ARA
08065,P6,P5,JPN
08066,P1,P2,CHI
08067,P2,P3,SPA
08068,P8,P7,KOR
08069,P7,P6,HIN
08072,P1,P2,KOR
08073,P3,P4,TEL
08074,P2,P3,JPN
08075,P9,P0,TUR
08076,P9,P0,JPN
08077,P9,P0,CHI
08078,P6,P5,TUR
08079,P4,P1,FRE
08080,P6,P5,HIN
08082,P2,P3,ITA
08083,P2,P3,CHI
08084,P6,P5,ARA
08085,P7,P6,TEL
08086,P7,P6,ARA
08088,P6,P5,GER
08089,P2,P3,TEL
08090,P4,P1,ARA
08092,P3,P4,JPN
08093,P9,P0,KOR
08094,P7,P6,ITA
08095,P4,P1,CHI
08096,P1,P2,SPA
08097,P6,P5,ITA
08098,P4,P1,CHI
08100,P2,P3,FRE
08101,P9,P0,JPN
08102,P3,P4,GER
08103,P3,P4,FRE
08105,P1,P2,CHI
08106,P9,P0,FRE
08107,P3,P4,JPN
08108,P3,P4,GER
08109,P8,P7,TEL
08110,P3,P4,HIN
08111,P2,P3,ITA
08112,P7,P6,KOR
08113,P8,P7,ITA
08114,P6,P5,GER
08115,P3,P4,FRE
08116,P1,P2,JPN
08118,P2,P3,JPN
08120,P1,P2,TEL
08121,P3,P4,CHI
08122,P8,P7,KOR
08123,P7,P6,HIN
08124,P7,P6,TEL
08125,P7,P6,GER
08126,P1,P2,HIN
08127,P2,P3,CHI
08128,P3,P4,TEL
08129,P1,P2,ARA
08130,P4,P1,SPA
08131,P3,P4,JPN
08132,P4,P1,JPN
08133,P1,P2,ITA
08134,P8,P7,CHI
08135,P1,P2,GER
08136,P7,P6,JPN
08137,P7,P6,KOR
08138,P2,P3,TUR
08139,P4,P1,KOR
08140,P2,P3,ARA
08141,P4,P1,JPN
08142,P6,P5,SPA
08143,P2,P3,KOR
08144,P4,P1,SPA
08145,P2,P3,TUR
08146,P9,P0,HIN
08147,P8,P7,HIN
08148,P6,P5,ITA
08149,P7,P6,KOR
08151,P6,P5,ARA
08152,P6,P5,FRE
08153,P9,P0,FRE
08154,P7,P6,JPN
08155,P8,P7,SPA
08156,P7,P6,GER
08157,P9,P0,TUR
08158,P9,P0,FRE
08159,P4,P1,GER
08160,P1,P2,SPA
08161,P8,P7,TUR
08164,P3,P4,FRE
08165,P3,P4,FRE
08166,P9,P0,TUR
08167,P3,P4,JPN
08168,P1,P2,KOR
08169,P2,P3,KOR
08170,P2,P3,HIN
08171,P2,P3,TEL
08172,P9,P0,ITA
08173,P7,P6,HIN
08174,P8,P7,ITA
08175,P6,P5,TUR
08176,P1,P2,TUR
08177,P2,P3,GER
08179,P8,P7,KOR
08180,P4,P1,CHI
08181,P2,P3,GER
08182,P9,P0,HIN
08183,P9,P0,KOR
08184,P4,P1,SPA
08185,P4,P1,SPA
08187,P1,P2,FRE
08188,P6,P5,HIN
08190,P3,P4,HIN
08192,P9,P0,ITA
08193,P3,P4,GER
08194,P3,P4,FRE
08195,P9,P0,HIN
08196,P6,P5,FRE
08197,P3,P4,TUR
08198,P3,P4,HIN
08199,P9,P0,SPA
08200,P9,P0,CHI
08202,P1,P2,TEL
08203,P8,P7,GER
08204,P9,P0,HIN
08205,P2,P3,SPA
08206,P8,P7,FRE
08208,P2,P3,TEL
08209,P1,P2,ITA
08211,P9,P0,TUR
08212,P9,P0,SPA
08213,P7,P6,ITA
08214,P1,P2,TUR
08215,P3,P4,ARA
08216,P7,P6,ITA
08218,P7,P6,KOR
08219,P9,P0,SPA
08220,P3,P4,HIN
08221,P1,P2,TUR
08222,P6,P5,TEL
08223,P3,P4,SPA
08224,P2,P3,ARA
08225,P6,P5,TEL
08226,P1,P2,ARA
08230,P2,P3,GER
08231,P1,P2,KOR
08232,P2,P3,ITA
08233,P9,P0,GER
08234,P8,P7,TEL
08236,P5,P4,ITA
08237,P8,P7,CHI
08239,P9,P0,SPA
08240,P1,P2,TEL
08241,P3,P4,ARA
08243,P8,P7,GER
08244,P7,P6,ARA
08246,P3,P4,ITA
08247,P1,P2,SPA
08249,P8,P7,SPA
08250,P6,P5,TEL
08251,P8,P7,JPN
08252,P2,P3,HIN
08253,P9,P0,SPA
08255,P3,P4,ARA
08256,P9,P0,ARA
08259,P1,P2,TUR
08261,P6,P5,TUR
08262,P4,P1,SPA
08265,P4,P1,ARA
08267,P7,P6,TEL
08268,P1,P2,SPA
08269,P1,P2,TEL
08270,P9,P0,ITA
08272,P9,P0,FRE
08273,P7,P6,GER
08274,P7,P6,TUR
08275,P1,P2,TEL
08276,P1,P2,TUR
08277,P9,P0,ARA
08278,P4,P1,SPA
08279,P8,P7,GER
08282,P7,P6,JPN
08283,P1,P2,TUR
08284,P6,P5,TEL
08285,P3,P4,SPA
08286,P7,P6,HIN
08287,P6,P5,KOR
08290,P8,P7,ARA
08291,P7,P6,GER
08292,P9,P0,HIN
08293,P2,P3,GER
08294,P4,P1,CHI
08295,P8,P7,KOR
08298,P6,P5,KOR
08299,P1,P2,CHI
08300,P4,P1,HIN
08301,P4,P1,CHI
08302,P7,P6,GER
08303,P7,P6,KOR
08304,P6,P5,SPA
08305,P6,P5,FRE
08306,P6,P5,FRE
08307,P8,P7,SPA
08308,P9,P0,SPA
08309,P8,P7,CHI
08311,P4,P1,KOR
08312,P4,P1,CHI
08313,P6,P5,FRE
08314,P7,P6,TEL
08315,P3,P4,SPA
08316,P4,P1,ARA
08317,P4,P1,SPA
08318,P8,P7,ARA
08319,P8,P7,TEL
08320,P4,P1,FRE
08321,P8,P7,GER
08322,P3,P4,JPN
08323,P2,P3,SPA
08324,P3,P4,ARA
08325,P1,P2,FRE
08326,P1,P2,KOR
08327,P6,P5,TUR
08328,P8,P7,KOR
08329,P9,P0,SPA
08330,P3,P4,FRE
08331,P9,P0,HIN
08332,P6,P5,TUR
08334,P2,P3,ARA
08335,P2,P3,TEL
08336,P1,P2,FRE
08337,P8,P7,TEL
08338,P1,P2,ITA
08340,P8,P7,FRE
08341,P2,P3,GER
08342,P9,P0,SPA
08343,P4,P1,JPN
08344,P7,P6,ARA
08345,P1,P2,GER
08346,P9,P0,TUR
08348,P9,P0,KOR
08349,P1,P2,TUR
08350,P3,P4,ARA
08351,P9,P0,GER
08352,P1,P2,ITA
08354,P6,P5,KOR
08355,P8,P7,FRE
08356,P2,P3,ARA
08357,P2,P3,GER
08358,P2,P3,SPA
08359,P1,P2,FRE
08360,P2,P3,JPN
08361,P8,P7,JPN
08362,P1,P2,SPA
08363,P2,P3,GER
08364,P2,P3,SPA
08365,P7,P6,ITA
08366,P7,P6,KOR
08367,P7,P6,JPN
08369,P9,P0,JPN
08370,P3,P4,FRE
08371,P7,P6,SPA
08373,P2,P3,TEL
08374,P8,P7,ARA
08375,P4,P1,SPA
08376,P7,P6,GER
08377,P6,P5,TEL
08378,P1,P2,CHI
08379,P2,P3,FRE
08380,P2,P3,ARA
08381,P3,P4,GER
08382,P6,P5,SPA
08383,P7,P6,JPN
08384,P1,P2,SPA
08386,P2,P3,CHI
08387,P3,P4,ITA
08388,P4,P1,CHI
08390,P7,P6,TUR
08392,P7,P6,KOR
08393,P2,P3,SPA
08394,P1,P2,ITA
08395,P7,P6,TUR
08396,P6,P5,TEL
08397,P6,P5,HIN
08398,P3,P4,TUR
08399,P4,P1,SPA
08400,P3,P4,TEL
08401,P2,P3,FRE
08402,P7,P6,GER
08403,P8,P7,FRE
08404,P6,P5,ARA
08405,P8,P7,ITA
08406,P6,P5,HIN
08407,P1,P2,TEL
08408,P7,P6,JPN
08409,P8,P7,ARA
08410,P6,P5,HIN
08411,P1,P2,TUR
08412,P2,P3,TUR
08413,P1,P2,GER
08414,P4,P1,KOR
08415,P6,P5,ITA
08416,P7,P6,KOR
08417,P1,P2,ARA
08418,P8,P7,GER
08419,P3,P4,ITA
08420,P8,P7,FRE
08421,P9,P0,ITA
08422,P9,P0,GER
08423,P9,P0,JPN
08424,P2,P3,ITA
08425,P2,P3,TEL
08426,P2,P3,HIN
08427,P3,P4,ITA
08428,P1,P2,SPA
08429,P6,P5,HIN
08430,P9,P0,KOR
08431,P8,P7,TEL
08432,P2,P3,JPN
08435,P8,P7,SPA
08436,P3,P4,TUR
08437,P1,P2,ITA
08439,P2,P3,JPN
08440,P1,P2,FRE
08441,P3,P4,FRE
08442,P4,P1,SPA
08443,P4,P1,SPA
08444,P4,P1,CHI
08445,P8,P7,CHI
08446,P4,P1,HIN
08447,P9,P0,TUR
08449,P9,P0,HIN
08450,P7,P6,CHI
08451,P7,P6,CHI
08453,P3,P4,CHI
08454,P6,P5,HIN
08455,P1,P2,CHI
08456,P1,P2,KOR
08457,P9,P0,TUR
08458,P2,P3,FRE
08459,P8,P7,SPA
08460,P6,P5,CHI
08461,P7,P6,TEL
08464,P1,P2,TEL
08465,P1,P2,ARA
08466,P9,P0,ARA
08467,P1,P2,JPN
08468,P1,P2,JPN
08469,P1,P2,KOR
08470,P3,P4,SPA
08471,P7,P6,GER
08472,P8,P7,TEL
08473,P1,P2,FRE
08474,P8,P7,TEL
08475,P9,P0,TUR
08476,P4,P1,FRE
08477,P9,P0,TUR
08478,P8,P7,FRE
08482,P9,P0,KOR
08483,P6,P5,KOR
08486,P8,P7,KOR
08488,P8,P7,TEL
08489,P8,P7,TUR
08491,P7,P6,JPN
08492,P8,P7,FRE
08493,P1,P2,SPA
08494,P7,P6,TEL
08495,P7,P6,TEL
08496,P4,P1,JPN
08499,P6,P5,TUR
08500,P7,P6,ITA
08501,P3,P4,TUR
08502,P3,P4,HIN
08503,P2,P3,CHI
08504,P2,P3,FRE
08505,P9,P0,ITA
08506,P9,P0,ARA
08507,P8,P7,FRE
08508,P3,P4,TUR
08509,P6,P5,TUR
08510,P7,P6,FRE
08511,P2,P3,TUR
08512,P3,P4,ARA
08513,P4,P1,SPA
08515,P9,P0,HIN
08516,P9,P0,TUR
08517,P2,P3,TEL
08518,P9,P0,FRE
08519,P1,P2,SPA
08520,P3,P4,FRE
08521,P2,P3,SPA
08523,P1,P2,KOR
08524,P6,P5,HIN
08525,P2,P3,ITA
08526,P9,P0,FRE
08527,P7,P6,TUR
08528,P9,P0,ITA
08529,P2,P3,SPA
08530,P8,P7,GER
08532,P1,P2,GER
08533,P2,P3,KOR
08534,P1,P2,CHI
08536,P6,P5,KOR
08538,P7,P6,SPA
08540,P9,P0,JPN
08541,P6,P5,FRE
08542,P6,P5,KOR
08543,P4,P1,FRE
08544,P3,P4,TEL
08545,P2,P3,GER
08546,P8,P7,GER
08547,P1,P2,FRE
08548,P8,P7,JPN
08549,P9,P0,TUR
08550,P3,P4,GER
08551,P9,P0,JPN
08553,P3,P4,FRE
08554,P3,P4,SPA
08555,P3,P4,CHI
08556,P6,P5,TUR
08557,P8,P7,GER
08558,P9,P0,ITA
08559,P9,P0,TEL
08560,P1,P2,TEL
08561,P7,P6,GER
08562,P2,P3,SPA
08563,P4,P1,FRE
08564,P7,P6,JPN
08565,P1,P2,FRE
08566,P3,P4,TEL
08567,P2,P3,ARA
08568,P8,P7,HIN
08569,P3,P4,FRE
08571,P2,P3,GER
08572,P2,P3,KOR
08573,P1,P2,SPA
08574,P9,P0,JPN
08575,P7,P6,JPN
08576,P7,P6,GER
08577,P2,P3,HIN
08578,P4,P1,ARA
08579,P6,P5,TEL
08580,P6,P5,JPN
08581,P3,P4,TUR
08582,P9,P0,SPA
08583,P7,P6,JPN
08584,P8,P7,TUR
08587,P3,P4,CHI
08590,P1,P2,KOR
08591,P2,P3,JPN
08592,P9,P0,ITA
08593,P6,P5,JPN
08594,P9,P0,TEL
08596,P4,P1,SPA
08597,P3,P4,ARA
08598,P1,P2,SPA
08599,P6,P5,TUR
08600,P7,P6,JPN
08601,P9,P0,ARA
08602,P6,P5,GER
08604,P2,P3,GER
08605,P1,P2,HIN
08606,P6,P5,KOR
08608,P6,P5,CHI
08609,P2,P3,ITA
08610,P2,P3,SPA
08611,P4,P1,FRE
08612,P6,P5,TUR
08614,P9,P0,SPA
08615,P7,P6,GER
08616,P2,P3,CHI
08617,P7,P6,KOR
08618,P2,P3,FRE
08619,P8,P7,SPA
08620,P8,P7,ARA
08621,P7,P6,TEL
08622,P4,P1,SPA
08623,P7,P6,GER
08624,P2,P3,ITA
08625,P6,P5,TUR
08627,P8,P7,GER
08628,P9,P0,CHI
08629,P2,P3,TUR
08630,P2,P3,JPN
08631,P6,P5,JPN
08632,P9,P0,TUR
08633,P2,P3,FRE
08634,P4,P1,SPA
08635,P1,P2,CHI
08636,P2,P3,HIN
08637,P2,P3,JPN
08638,P7,P6,KOR
08639,P4,P1,ARA
08641,P3,P4,ARA
08643,P4,P1,ITA
08644,P2,P3,ARA
08646,P8,P7,SPA
08647,P1,P2,FRE
08648,P9,P0,FRE
08650,P3,P4,ARA
08652,P6,P5,TEL
08653,P9,P0,GER
08654,P8,P7,GER
08655,P6,P5,SPA
08656,P3,P4,CHI
08657,P7,P6,HIN
08658,P6,P5,KOR
08659,P6,P5,HIN
08660,P4,P1,SPA
08661,P6,P5,ITA
08663,P9,P0,SPA
08664,P6,P5,JPN
08665,P7,P6,ITA
08666,P7,P6,FRE
08667,P3,P4,ITA
08668,P2,P3,CHI
08669,P2,P3,GER
08673,P1,P2,ARA
08674,P8,P7,FRE
08676,P2,P3,TUR
08677,P7,P6,KOR
08678,P6,P5,GER
08679,P3,P4,JPN
08680,P8,P7,SPA
08681,P1,P2,TEL
08682,P7,P6,CHI
08684,P3,P4,HIN
08685,P8,P7,HIN
08686,P9,P0,SPA
08687,P4,P1,KOR
08688,P6,P5,ARA
08689,P3,P4,KOR
08690,P1,P2,ITA
08692,P4,P1,HIN
08693,P1,P2,ITA
08694,P7,P6,JPN
08695,P1,P2,GER
08696,P8,P7,SPA
08697,P8,P7,SPA
08698,P3,P4,KOR
08699,P9,P0,CHI
08700,P2,P3,KOR
08701,P6,P5,GER
08702,P7,P6,JPN
08703,P9,P0,KOR
08705,P8,P7,ITA
08707,P4,P1,SPA
08708,P4,P1,JPN
08709,P7,P6,CHI
08710,P8,P7,GER
08711,P6,P5,CHI
08712,P2,P3,CHI
08713,P6,P5,KOR
08714,P7,P6,HIN
08715,P3,P4,HIN
08716,P4,P1,JPN
08717,P8,P7,FRE
08718,P3,P4,JPN
08719,P6,P5,SPA
08720,P7,P6,ITA
08721,P2,P3,KOR
08722,P1,P2,JPN
08723,P6,P5,GER
08724,P1,P2,HIN
08725,P7,P6,ARA
08726,P3,P4,KOR
08727,P4,P1,GER
08728,P6,P5,SPA
08729,P1,P2,ITA
08730,P2,P3,ITA
08731,P6,P5,KOR
08732,P3,P4,TUR
08734,P1,P2,HIN
08736,P3,P4,HIN
08738,P1,P2,SPA
08739,P1,P2,FRE
08741,P3,P4,CHI
08742,P8,P7,TUR
08743,P1,P2,ITA
08744,P7,P6,GER
08745,P2,P3,FRE
08747,P3,P4,ITA
08748,P1,P2,TEL
08752,P3,P4,CHI
08753,P4,P1,CHI
08754,P6,P5,TEL
08755,P8,P7,HIN
08758,P1,P2,ARA
08761,P3,P4,HIN
08763,P4,P1,SPA
08764,P9,P0,HIN
08765,P8,P7,TEL
08767,P3,P4,TEL
08768,P3,P4,SPA
08769,P1,P2,ARA
08770,P8,P7,TUR
08772,P7,P6,ITA
08773,P9,P0,SPA
08774,P6,P5,GER
08775,P1,P2,ITA
08776,P1,P2,TEL
08777,P1,P2,ARA
08778,P7,P6,KOR
08779,P1,P2,HIN
08780,P2,P3,ITA
08781,P1,P2,CHI
08785,P3,P4,GER
08786,P9,P0,KOR
08787,P8,P7,ITA
08788,P1,P2,ARA
08789,P7,P6,GER
08790,P3,P4,SPA
08791,P6,P5,CHI
08792,P9,P0,TUR
08795,P1,P2,FRE
08796,P9,P0,CHI
08798,P3,P4,TEL
08799,P8,P7,FRE
08801,P7,P6,KOR
08802,P9,P0,ARA
08803,P9,P0,ITA
08805,P1,P2,KOR
08806,P8,P7,FRE
08807,P8,P7,ITA
08808,P2,P3,KOR
08810,P2,P3,ITA
08811,P2,P3,KOR
08813,P7,P6,ARA
08814,P4,P1,JPN
08815,P9,P0,GER
08817,P4,P1,KOR
08819,P1,P2,JPN
08820,P4,P1,ARA
08821,P7,P6,FRE
08822,P1,P2,SPA
08823,P1,P2,JPN
08825,P1,P2,JPN
08826,P9,P0,ARA
08828,P1,P2,FRE
08830,P3,P4,ARA
08832,P3,P4,ITA
08833,P2,P3,ITA
08834,P1,P2,ARA
08835,P2,P3,TUR
08838,P9,P0,FRE
08839,P8,P7,CHI
08840,P8,P7,TEL
08841,P7,P6,JPN
08842,P4,P1,TEL
08843,P9,P0,TEL
08844,P1,P2,KOR
08845,P8,P7,CHI
08846,P6,P5,ARA
08848,P8,P7,SPA
08849,P1,P2,SPA
08850,P7,P6,CHI
08853,P6,P5,JPN
08854,P8,P7,TEL
08855,P3,P4,FRE
08856,P7,P6,ARA
08857,P7,P6,ITA
08858,P7,P6,GER
08859,P8,P7,GER
08860,P6,P5,ITA
08862,P7,P6,JPN
08863,P9,P0,TUR
08864,P6,P5,SPA
08865,P2,P3,TEL
08867,P9,P0,KOR
08868,P9,P0,FRE
08870,P8,P7,TUR
08871,P2,P3,SPA
08872,P8,P7,SPA
08873,P3,P4,SPA
08874,P9,P0,ITA
08875,P4,P1,JPN
08876,P3,P4,SPA
08877,P9,P0,ARA
08878,P7,P6,TEL
08879,P8,P7,GER
08881,P3,P4,TUR
08882,P8,P7,ITA
08883,P2,P3,GER
08885,P9,P0,FRE
08886,P1,P2,TEL
08887,P8,P7,ARA
08888,P8,P7,FRE
08889,P9,P0,FRE
08891,P3,P4,JPN
08892,P9,P0,TUR
08893,P3,P4,TUR
08894,P1,P2,SPA
08895,P4,P1,ARA
08896,P7,P6,GER
08898,P6,P5,TUR
08899,P2,P3,KOR
08900,P9,P0,TEL
08901,P3,P4,GER
08904,P6,P5,SPA
08905,P6,P5,ITA
08906,P2,P3,SPA
08907,P9,P0,ARA
08908,P7,P6,HIN
08909,P7,P6,KOR
08910,P4,P1,SPA
08911,P9,P0,FRE
08913,P2,P3,ITA
08914,P8,P7,CHI
08915,P8,P7,KOR
08916,P3,P4,JPN
08917,P9,P0,FRE
08918,P1,P2,SPA
08919,P4,P1,HIN
08920,P2,P3,ITA
08921,P9,P0,ARA
08922,P9,P0,FRE
08923,P4,P1,JPN
08924,P1,P2,JPN
08926,P6,P5,ARA
08927,P7,P6,HIN
08928,P8,P7,TEL
08929,P6,P5,SPA
08930,P3,P4,HIN
08931,P7,P6,KOR
08932,P7,P6,JPN
08933,P8,P7,TEL
08934,P3,P4,SPA
08935,P6,P5,JPN
08936,P1,P2,FRE
08937,P2,P3,TUR
08939,P4,P1,SPA
08940,P3,P4,TEL
08942,P3,P4,FRE
08943,P6,P5,SPA
08944,P1,P2,JPN
08945,P2,P3,HIN
08946,P9,P0,ARA
08947,P1,P2,TUR
08948,P7,P6,CHI
08949,P2,P3,TUR
08950,P7,P6,CHI
08951,P3,P4,HIN
08952,P3,P4,ITA
08953,P1,P2,TUR
08954,P1,P2,TUR
08955,P9,P0,ARA
08956,P6,P5,TUR
08957,P1,P2,KOR
08958,P6,P5,HIN
08959,P1,P2,KOR
08960,P6,P5,TUR
08961,P7,P6,ARA
08963,P9,P0,SPA
08964,P7,P6,SPA
08968,P7,P6,GER
08969,P6,P5,FRE
08971,P1,P2,JPN
08972,P1,P2,HIN
08973,P9,P0,TEL
08974,P6,P5,CHI
08975,P7,P6,FRE
08976,P9,P0,ITA
08977,P6,P5,ITA
08978,P2,P3,KOR
08979,P8,P7,FRE
08980,P8,P7,TUR
08981,P8,P7,CHI
08983,P6,P5,ITA
08984,P4,P1,CHI
08985,P8,P7,TEL
08987,P1,P2,KOR
08988,P1,P2,CHI
08989,P1,P2,CHI
08990,P3,P4,CHI
08991,P3,P4,GER
08992,P6,P5,TUR
08993,P3,P4,ARA
08994,P7,P6,FRE
08996,P7,P6,TEL
08997,P1,P2,TUR
08998,P7,P6,CHI
08999,P6,P5,KOR
09000,P6,P5,CHI
09001,P3,P4,JPN
09002,P1,P2,TEL
09003,P1,P2,HIN
09005,P2,P3,SPA
09007,P2,P3,ARA
09008,P9,P0,ITA
09009,P9,P0,SPA
09011,P8,P7,SPA
09013,P7,P6,ARA
09014,P2,P3,ARA
09015,P9,P0,ITA
09016,P7,P6,GER
09017,P7,P6,HIN
09018,P1,P2,TUR
09020,P3,P4,KOR
09022,P7,P6,GER
09023,P4,P1,FRE
09024,P8,P7,ARA
09025,P2,P3,HIN
09026,P7,P6,GER
09027,P7,P6,GER
09028,P6,P5,ITA
09029,P7,P6,ITA
09030,P3,P4,TEL
09031,P7,P6,ARA
09032,P3,P4,GER
09033,P6,P5,FRE
09034,P9,P0,CHI
09035,P8,P7,TUR
09036,P4,P1,CHI
09037,P7,P6,GER
09038,P6,P5,CHI
09039,P8,P7,KOR
09040,P7,P6,ARA
09041,P8,P7,KOR
09042,P6,P5,ITA
09043,P7,P6,HIN
09045,P8,P7,KOR
09046,P4,P1,JPN
09047,P7,P6,GER
09048,P2,P3,SPA
09049,P1,P2,TUR
09050,P3,P4,TUR
09051,P9,P0,GER
09052,P9,P0,HIN
09053,P8,P7,ARA
09055,P1,P2,ITA
09056,P4,P1,ARA
09057,P8,P7,JPN
09058,P7,P6,ARA
09060,P6,P5,HIN
09061,P8,P7,CHI
09062,P7,P6,GER
09063,P9,P0,KOR
09064,P9,P0,ARA
09065,P2,P3,CHI
09067,P3,P4,SPA
09068,P7,P6,TEL
09070,P1,P2,HIN
09071,P2,P3,KOR
09072,P2,P3,ARA
09073,P3,P4,SPA
09074,P1,P2,JPN
09075,P6,P5,TEL
09076,P7,P6,CHI
09077,P2,P3,JPN
09078,P6,P5,FRE
09079,P9,P0,ITA
09080,P9,P0,CHI
09081,P1,P2,GER
09082,P3,P4,ITA
09083,P4,P1,KOR
09084,P1,P2,TUR
09085,P9,P0,CHI
09086,P9,P0,JPN
09087,P3,P4,ARA
09088,P8,P7,SPA
09089,P1,P2,SPA
09090,P1,P2,HIN
09091,P6,P5,JPN
09092,P2,P3,SPA
09093,P7,P6,ITA
09094,P8,P7,TUR
09095,P2,P3,SPA
09096,P7,P6,GER
09097,P8,P7,KOR
09099,P1,P2,GER
09100,P9,P0,TEL
09101,P1,P2,TEL
09102,P6,P5,ITA
09103,P4,P1,SPA
09104,P1,P2,ARA
09107,P9,P0,FRE
09108,P6,P5,FRE
09109,P9,P0,TUR
09110,P6,P5,JPN
09111,P1,P2,FRE
09112,P1,P2,CHI
09113,P3,P4,HIN
09114,P7,P6,HIN
09115,P6,P5,TEL
09116,P7,P6,GER
09117,P2,P3,GER
09119,P9,P0,FRE
09120,P6,P5,FRE
09121,P4,P1,ARA
09123,P4,P1,FRE
09124,P6,P5,ARA
09125,P6,P5,TUR
09126,P2,P3,HIN
09128,P7,P6,HIN
09129,P3,P4,GER
09130,P6,P5,SPA
09131,P6,P5,ARA
09133,P4,P1,CHI
09134,P4,P1,SPA
09135,P8,P7,ITA
09136,P2,P3,KOR
09137,P6,P5,ARA
09138,P7,P6,GER
09139,P7,P6,HIN
09140,P7,P6,ITA
09142,P7,P6,HIN
09143,P2,P3,HIN
09146,P9,P0,ITA
09147,P3,P4,TUR
09148,P1,P2,CHI
09149,P8,P7,SPA
09150,P2,P3,SPA
09151,P8,P7,TEL
09152,P3,P4,SPA
09153,P1,P2,CHI
09154,P8,P7,TUR
09155,P6,P5,TUR
09156,P6,P5,GER
09157,P8,P7,TUR
09159,P3,P4,ARA
09160,P3,P4,JPN
09161,P1,P2,HIN
09162,P9,P0,SPA
09163,P9,P0,KOR
09164,P9,P0,ARA
09165,P8,P7,ITA
09166,P8,P7,FRE
09168,P2,P3,HIN
09169,P8,P7,KOR
09171,P9,P0,TUR
09172,P6,P5,ITA
09173,P4,P1,FRE
09174,P3,P4,GER
09175,P4,P1,SPA
09177,P8,P7,ARA
09179,P9,P0,KOR
09180,P3,P4,KOR
09181,P1,P2,TEL
09182,P8,P7,HIN
09183,P1,P2,TEL
09186,P8,P7,HIN
09187,P9,P0,GER
09188,P2,P3,TUR
09189,P3,P4,HIN
09190,P8,P7,TUR
09192,P1,P2,ITA
09193,P1,P2,JPN
09194,P2,P3,GER
09196,P6,P5,KOR
09197,P8,P7,JPN
09198,P3,P4,ITA
09199,P7,P6,ARA
09200,P1,P2,CHI
09202,P6,P5,TEL
09203,P8,P7,CHI
09204,P8,P7,ARA
09205,P1,P2,SPA
09207,P2,P3,ITA
09208,P9,P0,JPN
09210,P6,P5,GER
09211,P9,P0,FRE
09212,P8,P7,TEL
09214,P6,P5,JPN
09216,P3,P4,FRE
09217,P7,P6,TEL
09218,P6,P5,HIN
09220,P9,P0,SPA
09221,P3,P4,ARA
09223,P4,P1,ARA
09224,P7,P6,HIN
09225,P6,P5,FRE
